invoice_h_id,qty,unit_price_egp,discount_abs,line_total_after_disc,ship_to_address
310627,5,7.43,3.89,33.26,
310627,5,410.76,329.86,1723.94,"Corniche 142, HLPL zone"
310627,3,184.45,98.81,454.54,Heliopolis 3 Autstrad
310627,2,126.26,25.64,226.88,"233 Abbas st., near hospital, HLPL"
310627,6,8.41,6.21,44.25,"Port Said 198, HLPL zone"
310627,2,71.51,13.45,129.57,blk 22 - HLPL - metro
310628,4,77.72,73.18,237.70,
310628,2,141.21,63.19,219.23,
310628,3,229.20,159.09,528.51,
310628,4,161.12,126.03,518.45,"Abbas 158, HLPL zone"
310628,4,148.81,159.18,436.06,"16 Horreya st., near square, HLPL"
310628,6,186.14,230.22,886.62,blk 21 - HLPL - mosque
310632,2,89.18,34.26,144.10,HLPL/64
310632,5,198.65,133.47,859.78,Helioplois 177 Autostrad
310632,3,80.93,47.15,195.64,blk 16 - HLPL - park
310633,4,140.45,87.76,474.04,blk 21 - HLPL - market
310633,4,148.81,102.84,492.40,HLPL/147
310633,5,26.21,26.47,104.58,"129 Haram st., near gas station, HLPL"
310633,3,71.51,25.51,189.02,HLPL/171
310633,6,132.40,108.16,686.24,blk 16 - HLPL - gas station
310633,2,17.87,7.12,28.62,"Gamet Dewal 161, HLPL zone"
310633,3,59.84,41.58,137.94,
310634,7,189.20,193.79,1130.61,"Corniche 110, HLPL zone"
310634,5,45.00,45.06,179.94,
310634,3,202.95,129.97,478.88,Helliopolis 131 Faisal
310634,3,7.65,5.67,17.28,"88 Faisal st., near bridge, HLPL"
310634,2,506.43,187.18,825.68,blk 15 - HLPL - bridge
310636,3,88.42,18.01,247.25,
310636,4,242.40,147.67,821.93,"Corniche 165, HLPL zone"
310636,4,143.03,84.12,488.00,
310636,5,24.05,9.79,110.46,"144 Geish st., near gas station, HLPL"
310636,2,182.34,66.69,297.99,Heliopolis 99 Abbbas
310636,5,35.81,21.72,157.33,blk 28 - HLPL - mosque
310636,4,11.53,6.69,39.43,"Gamet Dewal 201, HLPL zone"
310636,3,526.32,244.28,1334.68,
310637,5,416.22,186.85,1894.25,"Nile 90, HLPL zone"
310637,5,320.99,146.46,1458.49,blk 15 - HLPL - square
310637,4,246.72,131.84,855.04,Heliopolis 80 Musafa Nahhas
310637,5,343.67,157.43,1560.92,blk 6 - HLPL - hospital
310637,3,115.17,33.62,311.89,"Port Said 102, HLPL zone"
310637,6,25.34,16.02,136.02,"9th District 211, HLPL zone"
310637,4,105.50,80.15,341.85,blk 13 - HLPL - park
310637,5,173.36,117.84,748.96,"26 Mustafa Nahhas st., near square, HLPL"
310637,4,129.68,69.11,449.61,"Zayed 237, HLPL zone"
310638,5,119.86,22.06,577.24,
310638,1,18.94,1.80,17.14,HLPL/39
310638,5,33.50,23.60,143.90,
310638,3,455.28,32.13,1333.71,HLPL/179
310638,5,406.14,143.88,1886.82,"201 Tahrir st., near mosque, HLPL"
310640,2,258.24,46.30,470.18,HLPL/105
310640,3,222.02,31.11,634.95,"197 Haram st., near square, HLPL"
310640,7,407.40,293.56,2558.24,blk 4 - HLPL - metro
310640,2,17.23,4.10,30.36,
310640,2,91.68,24.79,158.57,
310640,2,117.41,26.48,208.34,Heliopolis 115 Industrial Zne
310640,3,533.46,142.47,1457.91,
310641,4,140.18,89.76,470.96,
310641,8,258.24,173.43,1892.49,blk 16 - HLPL - square
310641,6,61.79,37.19,333.55,Heliopolis 183P ort Said
310642,3,23.45,18.91,51.44,blk 1 - HLPL - park
310642,5,129.36,194.18,452.62,"Port Said 59, HLPL zone"
310642,3,252.00,154.72,601.28,
310642,3,23.33,23.99,46.00,Helioolis 8 Nile
310642,4,24.43,25.11,72.61,"Autostrad 188, HLPL zone"
310642,6,92.06,157.46,394.90,Heloipolis 204 Faisal
310642,5,405.72,612.20,1416.40,
310642,5,466.65,654.41,1678.84,blk 14 - HLPL - police st.
310642,5,33.03,49.88,115.27,Heliopollis 16 Nile
310642,4,204.39,212.23,605.33,blk 3 - HLPL - park
310642,3,25.25,15.16,60.59,HLPL/112
310642,2,23.78,11.41,36.15,"Tahrir 183, HLPL zone"
310643,1,178.64,26.66,151.98,blk 21 - HLPL - bridge
310643,2,140.30,29.28,251.32,Heliopolis 19 Haaram
310643,3,242.16,105.70,620.78,HLPL/63
310643,5,7.83,4.50,34.65,Heliopolis 81 Tahrrir
310643,4,414.54,217.83,1440.33,blk 14 - HLPL - metro
310643,4,171.07,69.04,615.24,Heliopollis 183 Geish
310643,7,74.50,36.32,485.18,Heliopolis 143 ile
310644,6,76.38,66.03,392.25,"Faisal 48, HLPL zone"
310644,4,59.11,12.83,223.61,blk 13 - HLPL - bridge
310644,6,211.97,110.85,1160.97,"Horreya 52, HLPL zone"
310644,2,126.14,17.90,234.38,"Port Said 156, HLPL zone"
310644,5,219.76,148.61,950.19,"9 Mustafa Nahhas st., near gas station, HLPL"
310644,3,11.48,2.41,32.03,"Port Said 52, HLPL zone"
310644,1,128.62,12.30,116.32,"210 Industrial Zone st., near park, HLPL"
310645,4,223.92,107.08,788.60,"220 Faisal st., near school, HLPL"
310645,6,13.41,7.56,72.90,blk 7 - HLPL - market
310645,6,7.51,6.43,38.63,"Industrial Zone 214, HLPL zone"
310645,4,315.00,187.80,1072.20,"5 9th District st., near police st., HLPL"
310645,3,26.09,12.77,65.50,HLPL/25
310645,5,18.09,16.39,74.06,"15 Horreya st., near metro, HLPL"
310645,5,45.09,23.46,201.99,"18 Tahrir st., near school, HLPL"
310645,3,95.42,49.89,236.37,blk 10 - HLPL - market
310645,7,84.31,88.86,501.31,HLPL/197
310645,5,100.13,64.01,436.64,"Zayed 193, HLPL zone"
310647,2,303.35,157.40,449.30,"Industrial Zone 122, HLPL zone"
310647,4,217.51,210.31,659.73,HLPL/75
310647,6,140.90,219.05,626.35,"Port Said 114, HLPL zone"
310647,2,461.04,256.17,665.91,blk 21 - HLPL - police st.
310647,2,231.60,90.71,372.49,blk 20 - HLPL - park
310647,4,136.36,123.73,421.71,"Industrial Zone 156, HLPL zone"
310647,3,251.04,168.53,584.59,blk 18 - HLPL - mosque
310647,2,17.06,7.60,26.52,Heliopolis 50 Industril Zone
310647,3,25.90,17.48,60.22,Heliopolsi 93 Haram
310648,4,17.68,20.15,50.57,"9th District 132, HLPL zone"
310648,4,13.13,16.22,36.30,
310648,7,520.20,941.62,2699.78,Heliopolis 1666 Abbas
310648,3,513.57,441.07,1099.64,blk 23 - HLPL - school
310648,3,94.08,76.96,205.28,HLPL/10
310649,1,143.18,19.51,123.67,"Port Said 194, HLPL zone"
310649,3,259.20,133.20,644.40,
310649,3,251.04,114.24,638.88,Helioplis 176 Abbas
310649,5,104.26,115.32,405.98,HLPL/142
310649,3,80.07,41.26,198.95,HLPL/164
310649,4,25.34,13.42,87.94,
310650,5,213.61,131.90,936.15,Helioplis 82 Sudan
310650,4,91.87,58.29,309.19,Heliopolis 1131 Port Said
310650,4,174.77,96.20,602.88,"Tahrir 59, HLPL zone"
310650,4,168.43,96.15,577.57,
310650,2,8.27,2.03,14.51,Heliopolis 18 3Sudan
310650,5,89.09,71.35,374.10,blk 17 - HLPL - school
310652,4,82.82,81.71,249.57,
310652,3,152.61,108.01,349.82,
310652,7,331.38,459.78,1859.88,blk 15 - HLPL - market
310652,5,45.27,60.58,165.77,blk 22 - HLPL - park
310652,7,140.30,234.52,747.58,blk 15 - HLPL - metro
310652,1,19.71,6.16,13.55,blk 28 - HLPL - square
310652,2,507.45,239.39,775.51,"Sudan 13, HLPL zone"
310652,4,25.32,31.96,69.32,"84 Tahrir st., near metro, HLPL"
310653,3,87.55,59.08,203.57,blk 13 - HLPL - hospital
310653,4,137.94,95.43,456.33,Heliopoli 169 Tahrir
310653,5,121.07,129.12,476.23,Heliopolis 13 Auutostrad
310653,5,310.91,231.62,1322.93,"121 Faisal st., near school, HLPL"
310653,2,11.74,5.65,17.83,blk 7 - HLPL - mosque
310654,3,12.88,3.54,35.10,blk 22 - HLPL - gas station
310654,6,105.60,59.55,574.05,"233 Nasr st., near bridge, HLPL"
310654,2,64.17,16.84,111.50,"71 Sudan st., near park, HLPL"
310654,6,208.08,197.20,1051.28,blk 16 - HLPL - square
310655,4,345.56,110.47,1271.77,
310655,2,314.37,63.22,565.52,
310655,2,41.58,8.14,75.02,HLWN/9
310655,1,119.86,8.95,110.91,HLWN/61
310655,4,188.85,52.60,702.80,blk 4 - HLWN - hospital
310655,3,46.40,14.08,125.12,Helwan 13 9th District
310655,4,124.96,30.88,468.96,Helwan 78 oPrt Said
310655,3,13.41,4.77,35.46,blk 21 - HLWN - gas station
310655,5,11.94,2.33,57.37,"Gamet Dewal 105, HLWN zone"
310656,4,81.01,51.59,272.45,
310656,4,33.20,12.48,120.32,
310656,4,209.10,116.16,720.24,blk 9 - HLWN - hospital
310656,2,505.92,89.50,922.34,Hlwan 6 Abbas
310656,2,19.48,3.87,35.09,blk 28 - HLWN - hospital
310656,7,57.10,13.40,386.30,HLWN/131
310656,3,8.69,3.17,22.90,blk 18 - HLWN - market
310656,3,430.50,123.92,1167.58,Helwan 130 Slah Salem
310657,7,487.56,621.25,2791.67,"Industrial Zone 107, HLWN zone"
310657,6,260.16,173.82,1387.14,Helwan20 Nile
310658,5,324.77,96.49,1527.36,HLWN/185
310658,5,239.76,134.09,1064.71,"Corniche 65, HLWN zone"
310658,4,7.58,5.15,25.17,
310658,6,83.84,33.84,469.20,"205 Geish st., near bridge, HLWN"
310658,3,147.29,42.42,399.45,HLWN/181
310658,2,161.88,23.53,300.23,Helwan 103N asr
310658,4,124.84,56.48,442.88,
310658,7,89.86,76.33,552.69,HLWN/209
310658,3,236.16,88.02,620.46,Helwan 100 GametD ewal
310658,3,128.38,49.26,335.88,"31 Corniche st., near park, HLWN"
310659,4,126.46,102.38,403.46,blk 7 - HLWN - park
310659,4,43.92,29.92,145.76,blk 18 - HLWN - market
310659,4,77.17,80.32,228.36,HLWN/206
310659,7,31.85,50.91,172.04,blk 19 - HLWN - hospital
310659,3,33.53,21.56,79.03,"Faisal 194, HLWN zone"
310659,3,22.51,9.14,58.39,blk 8 - HLWN - park
310661,4,142.43,158.40,411.32,HLWN/149
310661,5,124.73,166.21,457.44,Helawn 64 Tahrir
310662,3,101.28,46.64,257.20,blk 17 - HLWN - mosque
310662,4,65.09,55.65,204.71,HLWN/67
310662,5,17.44,13.17,74.03,Helwaan 108 Gamet Dewal
310662,2,33.56,12.38,54.74,"209 Nile st., near hospital, HLWN"
310662,7,452.76,582.46,2586.86,"24 Corniche st., near school, HLWN"
310662,5,287.60,334.52,1103.48,"120 Gamet Dewal st., near hospital, HLWN"
310662,4,18.81,13.84,61.40,blk 16 - HLWN - school
310662,1,16.40,3.93,12.47,"54 Mustafa Nahhas st., near metro, HLWN"
310662,4,90.82,36.84,326.44,Helwan 2388 Haram
310665,2,22.49,9.94,35.04,blk 19 - HLWN - police st.
310665,1,442.68,99.53,343.15,
310665,6,33.63,40.55,161.23,
310665,4,159.63,85.63,552.89,"Horreya 180, HLWN zone"
310665,4,115.17,84.66,376.02,"130 Sudan st., near bridge, HLWN"
310665,8,503.37,902.05,3124.91,"177 Zayed st., near school, HLWN"
310665,2,17.10,6.09,28.11,blk 17 - HLWN - metro
310665,2,301.46,79.81,523.11,HLWN/208
310665,4,398.58,182.99,1411.33,Helwan 74 Porrt Said
310665,2,33.23,11.00,55.46,
310665,6,8.23,9.34,40.04,"Salah Salem 1, HLWN zone"
310668,4,220.38,219.36,662.16,"Industrial Zone 108, HLWN zone"
310668,3,151.70,145.37,309.73,
310668,2,127.91,68.79,187.03,blk 4 - HLWN - school
310668,3,93.98,63.01,218.93,blk 6 - HLWN - metro
310668,4,11.71,12.07,34.77,Helan 118 Autostrad
310668,5,520.20,521.04,2079.96,HLWN/1
310668,2,401.94,214.63,589.25,HLWN/75
310668,5,7.98,7.95,31.95,
310668,3,8.34,5.93,19.09,blk 4 - HLWN - metro
310668,5,128.44,143.39,498.81,"Nasr 76, HLWN zone"
310669,5,31.58,20.28,137.62,"Mustafa Nahhas 229, HLWN zone"
310669,3,7.27,2.10,19.71,
310669,6,149.11,174.55,720.11,blk 15 - HLWN - hospital
310669,6,12.63,7.61,68.17,
310669,3,217.30,28.15,623.75,HLWN/34
310669,4,121.89,41.40,446.16,
310671,6,315.63,546.16,1347.62,blk 28 - HLWN - police st.
310671,7,291.69,513.61,1528.22,
310671,6,186.14,314.22,802.62,"Zayed 100, HLWN zone"
310671,4,141.97,122.54,445.34,blk 22 - HLWN - mosque
310671,4,88.13,103.52,249.00,blk 25 - HLWN - gas station
310671,3,23.83,18.91,52.58,blk 23 - HLWN - square
310671,4,42.71,44.52,126.32,blk 27 - HLWN - park
310671,6,201.93,375.56,836.02,"65 Salah Salem st., near hospital, HLWN"
310673,4,18.70,6.36,68.44,blk 24 - HLWN - bridge
310673,6,82.97,71.48,426.34,"185 9th District st., near mosque, HLWN"
310673,8,222.63,232.61,1548.43,HLWN/6
310673,4,17.50,9.90,60.10,Helan 34 Autostrad
310673,4,41.49,2.62,163.34,blk 9 - HLWN - bridge
310673,2,162.27,35.61,288.93,"Industrial Zone 111, HLWN zone"
310673,4,17.21,5.96,62.88,blk 26 - HLWN - mosque
310673,2,100.42,7.22,193.62,HLWN/135
310673,7,17.03,13.64,105.57,blk 18 - HLWN - metro
310673,3,524.28,213.31,1359.53,
310674,1,17.64,4.28,13.36,
310674,2,22.15,9.43,34.87,"Port Said 183, HLWN zone"
310674,8,31.91,70.62,184.66,"9th District 35, HLWN zone"
310674,3,199.67,125.23,473.78,Helwa n140 Mustafa Nahhas
310674,2,65.76,28.53,102.99,HLWN/45
310674,7,207.05,295.58,1153.77,"91 Faisal st., near metro, HLWN"
310674,3,123.16,98.06,271.42,Helwan 13 Abbas
310674,4,494.70,589.21,1389.59,"Corniche 73, HLWN zone"
310675,4,555.39,434.14,1787.42,"44 Salah Salem st., near market, HLWN"
310675,3,85.80,60.97,196.43,Helwan 1101 Haram
310675,2,45.90,15.06,76.74,"Port Said 207, HLWN zone"
310675,7,24.55,27.61,144.24,"191 Port Said st., near mosque, HLWN"
310678,8,144.54,229.16,927.16,Helwan 124 Industrial  Zone
310678,4,12.49,10.78,39.18,"Faisal 59, HLWN zone"
310678,6,18.99,16.20,97.74,HLWN/44
310678,4,101.28,93.21,311.91,
310678,5,42.62,47.71,165.39,
310678,6,24.19,30.59,114.55,HLWN/229
310679,5,331.38,69.45,1587.45,blk 11 - HLWN - bridge
310679,10,13.01,15.08,115.02,blk 23 - HLWN - police st.
310681,2,58.93,10.81,107.05,"Mustafa Nahhas 169, HLWN zone"
310681,6,63.14,43.51,335.33,"12 Abbas st., near market, HLWN"
310681,8,241.92,173.41,1761.95,HLWN/235
310681,2,285.39,47.14,523.64,HLWN/109
310682,9,18.29,17.60,147.01,Helwan 68 9th Ditrict
310682,7,60.27,78.14,343.75,
310682,4,21.98,13.57,74.35,HLWN/99
310682,1,131.87,28.03,103.84,blk 16 - HLWN - hospital
310682,4,77.01,43.06,264.98,"229 Corniche st., near hospital, HLWN"
310682,6,345.87,418.68,1656.54,"3 Faisal st., near police st., HLWN"
310682,5,153.22,108.42,657.68,Heelwan 154 Zayed
310682,6,65.03,83.93,306.25,"Zayed 125, HLWN zone"
310682,4,159.98,119.54,520.38,HLWN/85
310682,4,94.08,51.33,324.99,
310682,5,13.61,10.30,57.75,
310684,2,48.06,13.99,82.13,
310684,5,44.10,44.81,175.69,HLWN/60
310684,7,236.16,430.97,1222.15,HLWN/185
310684,7,30.56,46.52,167.40,"Haram 45, HLWN zone"
310684,3,202.54,149.87,457.75,Helwan 815 Industrial Zone
310684,3,67.04,28.78,172.34,HLWN/163
310684,2,7.47,2.29,12.65,Helwwan 235 Nasr
310685,6,86.59,45.29,474.25,"107 Gamet Dewal st., near school, HLWN"
310685,6,55.75,52.01,282.49,"187 Geish st., near mosque, HLWN"
310685,5,81.40,59.43,347.57,blk 25 - HLWN - square
310685,6,261.36,206.84,1361.32,Helwaan 237 Tahrir
310685,4,128.27,62.52,450.56,Helwan 138Nile
310685,3,463.59,142.49,1248.28,HLWN/41
310689,6,32.27,30.49,163.13,Helwann 68 Port Said
310689,2,7.53,1.21,13.85,HLWN/167
310689,3,22.18,5.42,61.12,Helwna 16 Nasr
310689,6,19.69,5.13,113.01,
310689,3,492.15,102.88,1373.57,
310689,6,19.21,18.36,96.90,"Port Said 220, HLWN zone"
310689,2,214.43,24.27,404.59,HLWN/194
310689,7,202.95,127.71,1292.94,Helwan 119 Industria lZone
310689,4,82.43,11.83,317.89,blk 29 - HLWN - metro
310689,4,415.38,145.41,1516.11,Helwan 2002 Nasr
310689,3,106.55,27.50,292.15,Helwan98 Horreya
310689,4,99.84,40.70,358.66,
310689,7,139.13,86.84,887.07,HLWN/232
310689,4,543.15,126.43,2046.17,Helwna 63 Nasr
310689,4,127.68,31.39,479.33,"224 Mustafa Nahhas st., near hospital, HLWN"
310690,5,211.97,83.79,976.06,"Tahrir 188, HLWN zone"
310690,4,98.98,66.02,329.90,blk 7 - HLWN - school
310690,4,65.21,19.92,240.92,blk 25 - HLWN - park
310694,6,156.71,80.24,860.02,"Salah Salem 125, MAD zone"
310694,3,17.33,5.17,46.82,"Abbas 143, MAD zone"
310694,4,186.56,72.32,673.92,Maadi1 68 Geish
310694,3,17.46,4.61,47.77,blk 7 - MAD - mosque
310695,2,132.00,60.96,203.04,Maadi 87 Sudan
310695,3,488.58,343.46,1122.28,blk 14 - MAD - gas station
310695,3,176.53,94.31,435.28,"Geish 173, MAD zone"
310698,9,30.92,88.16,190.12,MAD/237
310698,4,118.24,132.81,340.15,blk 26 - MAD - school
310698,5,59.78,87.06,211.84,"Autostrad 10, MAD zone"
310698,4,42.17,47.61,121.07,
310698,4,12.85,10.56,40.84,Maadi 710 9th District
310698,3,142.12,103.50,322.86,blk 16 - MAD - hospital
310698,3,124.74,78.69,295.53,MAD/236
310698,6,345.87,452.38,1622.84,Maadi 57 Industrrial Zone
310698,5,7.24,9.91,26.29,
310698,7,422.52,753.26,2204.38,blk 2 - MAD - police st.
310702,2,7.67,4.54,10.80,MAD/11
310702,6,64.05,104.36,279.94,"Gamet Dewal 216, MAD zone"
310702,2,21.79,9.84,33.74,Maaadi 179 Geish
310702,5,107.97,168.01,371.84,
310702,3,304.92,232.98,681.78,MAD/95
310702,3,57.77,48.03,125.28,"146 Salah Salem st., near metro, MAD"
310702,6,63.44,98.36,282.28,"Nile 196, MAD zone"
310703,3,246.00,100.04,637.96,"45 Port Said st., near metro, MAD"
310703,5,261.60,143.53,1164.47,
310703,1,123.55,7.86,115.69,"82 Geish st., near metro, MAD"
310703,3,80.15,24.42,216.03,
310705,5,75.28,104.35,272.05,Madai 38 Tahrir
310705,4,151.09,143.86,460.50,"Nile 45, MAD zone"
310705,5,493.17,849.43,1616.42,
310706,3,56.73,19.60,150.59,blk 28 - MAD - market
310706,8,457.38,388.03,3271.01,Maadi4 9 Geish
310706,3,112.57,54.43,283.28,"Tahrir 95, MAD zone"
310706,4,89.86,28.78,330.66,Maadi 1171 Autostrad
310706,6,7.70,4.04,42.16,"Industrial Zone 47, MAD zone"
310706,5,84.39,61.01,360.94,
310707,4,12.53,8.56,41.56,blk 3 - MAD - bridge
310707,4,530.91,342.46,1781.18,"Salah Salem 226, MAD zone"
310707,2,45.41,18.16,72.66,MAD/54
310707,4,11.51,7.64,38.40,Maadii 95 Mustafa Nahhas
310707,4,120.65,90.97,391.63,MAD/225
310710,3,7.42,3.04,19.22,"Salah Salem 198, MAD zone"
310710,4,173.36,44.80,648.64,"83 Zayed st., near metro, MAD"
310710,2,460.74,105.52,815.96,"23 Corniche st., near park, MAD"
310710,4,241.68,127.06,839.66,"Horreya 5, MAD zone"
310710,1,126.85,11.32,115.53,blk 29 - MAD - metro
310710,8,42.08,32.07,304.57,"Autostrad 159, MAD zone"
310710,4,184.98,50.01,689.91,Maadi  150 Gamet Dewal
310710,3,66.49,20.23,179.24,MAD/226
310710,1,202.75,19.59,183.16,Maadi 16 Horrreya
310711,2,219.36,91.07,347.65,
310711,2,64.05,23.58,104.52,"168 9th District st., near school, MAD"
310711,4,292.64,183.76,986.80,
310711,7,24.05,31.96,136.39,
310711,5,103.39,121.51,395.44,MAD/23
310711,2,105.41,42.47,168.35,Maadi 120 oCrniche
310711,1,18.85,3.36,15.49,"124 Faisal st., near market, MAD"
310712,5,472.77,624.85,1739.00,MAD/177
310712,4,309.96,265.98,973.86,"224 Tahrir st., near school, MAD"
310712,2,23.30,11.95,34.65,blk 14 - MAD - bridge
310712,6,284.76,390.94,1317.62,Maadi25 Corniche
310712,4,132.79,136.06,395.10,blk 12 - MAD - gas station
310712,3,147.14,76.33,365.09,"52 Corniche st., near market, MAD"
310713,6,80.78,98.79,385.89,"Sudan 117, MAD zone"
310713,1,226.08,51.90,174.18,MAD/93
310715,4,140.58,94.88,467.44,Maad i95 Salah Salem
310715,5,32.60,43.03,119.97,Maadi 208 Mstafa Nahhas
310715,4,34.22,34.28,102.60,MAD/36
310715,5,427.14,605.13,1530.57,Maadi 56Tahrir
310715,7,54.90,78.70,305.60,blk 2 - MAD - gas station
310715,1,108.44,20.27,88.17,"Zayed 43, MAD zone"
310716,4,559.47,240.61,1997.27,Maadi  58 Faisal
310716,3,33.20,12.14,87.46,MAD/29
310716,6,511.53,325.70,2743.48,blk 15 - MAD - police st.
310719,7,185.53,290.86,1007.85,
310719,3,79.91,51.71,188.02,"Mustafa Nahhas 76, MAD zone"
310719,4,142.82,97.49,473.79,
310719,2,160.66,64.21,257.11,"Faisal 192, MAD zone"
310719,7,26.02,39.99,142.15,
310719,1,7.76,1.55,6.21,"94 Nile st., near square, MAD"
310721,7,24.94,23.44,151.14,blk 27 - MAD - bridge
310721,3,34.82,12.60,91.86,blk 15 - MAD - bridge
310721,3,210.74,75.06,557.16,
310721,2,34.85,7.89,61.81,"22 Geish st., near gas station, MAD"
310721,4,333.27,211.81,1121.27,MAD/124
310721,4,58.26,18.65,214.39,blk 13 - MAD - metro
310721,8,100.42,116.38,686.98,"13 Tahrir st., near gas station, MAD"
310721,3,178.29,43.20,491.67,MAD/150
310722,4,11.39,10.90,34.66,
310722,1,154.13,45.00,109.13,blk 23 - MAD - school
310725,3,189.01,132.19,434.84,"117 Autostrad st., near police st., MAD"
310725,4,65.21,46.41,214.43,blk 17 - MAD - police st.
310725,5,24.62,18.33,104.77,"Haram 67, MAD zone"
310726,6,127.91,210.68,556.78,
310726,2,163.55,104.96,222.14,
310726,9,136.62,318.87,910.71,MAD/99
310726,6,7.64,13.30,32.54,
310726,3,71.75,56.25,159.00,blk 27 - MAD - mosque
310726,6,300.83,391.89,1413.09,Maad i111 Horreya
310726,3,49.28,38.84,109.00,Maai 118 Industrial Zone
310726,2,152.15,58.00,246.30,
310726,5,145.07,192.76,532.59,blk 1 - MAD - hospital
310726,2,454.86,226.23,683.49,blk 24 - MAD - mosque
310726,3,388.08,329.94,834.30,
310726,5,475.83,684.78,1694.37,"Tahrir 83, MAD zone"
310726,7,236.64,451.42,1205.06,"Abbas 24, MAD zone"
310726,2,166.50,82.53,250.47,"56 Geish st., near gas station, MAD"
310726,3,13.33,8.22,31.77,blk 16 - MAD - square
310728,5,561.00,435.08,2369.92,"226 Horreya st., near police st., MAD"
310728,3,318.78,121.44,834.90,
310728,5,18.56,15.35,77.45,blk 21 - MAD - school
310728,5,79.29,0.00,396.45,Maadi 166 ort Said
310728,3,188.85,49.47,517.08,Maadi 7 Industral Zone
310728,5,141.24,103.99,602.21,
310728,6,16.74,13.81,86.63,blk 13 - MAD - metro
310728,6,260.40,144.36,1418.04,Maadi 131 Indusrtial Zone
310734,2,143.64,54.11,233.17,blk 17 - MAD - gas station
310734,3,32.51,20.29,77.24,"Sudan 66, MAD zone"
310734,2,81.33,29.46,133.20,Maadi 203 Pot Said
310734,4,57.52,38.28,191.80,"Port Said 57, MAD zone"
310734,3,497.25,233.33,1258.42,MAD/133
310734,7,150.63,192.85,861.56,Maaid 185 Corniche
310734,4,258.00,219.95,812.05,MAD/152
310734,3,61.55,31.08,153.57,MAD/106
310734,7,202.34,286.81,1129.57,
310736,5,298.94,204.43,1290.27,
310736,3,13.50,4.37,36.13,Maadi 18Faisal
310736,8,124.74,119.02,878.90,"45 Sudan st., near police st., MAD"
310736,3,11.26,3.68,30.10,
310736,4,161.04,89.78,554.38,
310736,6,43.92,37.01,226.51,"167 Port Said st., near metro, MAD"
310736,4,297.99,134.74,1057.22,"Port Said 95, MAD zone"
310736,3,175.30,65.14,460.76,
310737,4,323.51,119.06,1174.98,MAD/46
310737,4,340.52,191.92,1170.16,"89 Gamet Dewal st., near hospital, MAD"
310737,1,60.82,2.74,58.08,"Gamet Dewal 221, MAD zone"
310737,9,225.09,233.87,1791.94,MAD/116
310737,3,32.80,11.94,86.46,"143 Faisal st., near park, MAD"
310737,5,7.62,3.72,34.38,"19 Geish st., near police st., MAD"
310737,4,193.93,64.76,710.96,blk 20 - MAD - hospital
310737,2,208.90,13.99,403.81,"Zayed 152, MAD zone"
310737,5,8.26,7.77,33.53,MAD/74
310737,4,160.69,67.16,575.60,"Abbas 41, MAD zone"
310738,2,127.78,56.17,199.39,"Abbas 40, MAD zone"
310738,5,23.33,21.37,95.28,blk 20 - MAD - hospital
310738,5,327.92,401.54,1238.06,Maadi 21 oHrreya
310740,4,449.82,242.20,1557.08,blk 2 - MAD - police st.
310740,2,30.95,12.71,49.19,Maadi 58Tahrir
310740,1,80.93,12.36,68.57,MAD/224
310740,1,7.73,1.10,6.63,"Mustafa Nahhas 81, MAD zone"
310740,1,24.58,4.64,19.94,"12 Corniche st., near bridge, MAD"
310740,2,184.50,52.00,317.00,
310745,3,86.11,49.34,208.99,blk 22 - MAD - gas station
310745,7,16.96,29.39,89.33,
310745,4,179.87,139.70,579.78,"Salah Salem 111, MAD zone"
310746,3,246.96,92.34,648.54,blk 7 - MAD - school
310746,3,60.70,22.86,159.24,
310746,3,100.13,33.42,266.97,blk 27 - MAD - metro
310746,6,219.97,223.02,1096.80,"9th District 20, MAD zone"
310748,6,36.07,19.62,196.80,blk 4 - MAD - school
310748,3,120.83,53.94,308.55,"66 Mustafa Nahhas st., near market, MAD"
310748,6,36.04,18.98,197.26,"Corniche 107, MAD zone"
310748,1,31.98,5.03,26.95,Maai 49 Autostrad
310748,5,154.58,109.17,663.73,"16 Autostrad st., near mosque, MAD"
310748,1,56.85,7.03,49.82,Maadi 28 th District
310749,3,481.95,182.10,1263.75,"9th District 176, MAD zone"
310749,4,92.45,24.96,344.84,Maadi 117 Croniche
310749,7,45.23,50.36,266.25,
310749,6,126.02,28.66,727.46,"122 Salah Salem st., near hospital, MAD"
310749,4,18.31,7.98,65.26,MAD/106
310749,6,161.88,61.74,909.54,blk 26 - MAD - police st.
310749,8,165.83,197.67,1128.97,
310749,6,107.85,39.02,608.08,Maaadi 136 Corniche
310749,3,19.64,6.45,52.47,"46 Sudan st., near police st., MAD"
310750,6,126.97,89.32,672.50,
310750,2,64.11,13.63,114.59,Maaadi 8 Haram
310750,5,25.42,8.86,118.24,"150 Corniche st., near mosque, MAD"
310750,1,143.94,13.25,130.69,blk 25 - MAD - school
310750,4,79.05,27.90,288.30,blk 6 - MAD - park
310750,2,183.74,32.27,335.21,blk 24 - MAD - market
310750,5,290.43,166.33,1285.82,"4 Nasr st., near mosque, MAD"
310750,3,144.86,52.56,382.02,blk 5 - MAD - park
310750,5,8.22,5.29,35.81,MAD/147
310750,8,11.75,8.05,85.95,MAD/88
310751,3,215.05,152.31,492.84,blk 22 - MAD - square
310751,4,158.99,145.55,490.41,MAD/165
310751,5,142.96,215.38,499.42,
